product_type,sku,price,availability,number_of_products_sold,revenue_generated,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,defect_rate_pct,supplier_risk_score
cosmetics,SKU00298,222.48,275,1771,22137.29,851,3,413,9,Carrier C,35.22,Supplier_3,Chennai,1157,12,456.8,Pass,0.0787,Air,Route B,1660.9,7.87,34.3
accessories,SKU00299,205.19,353,1855,41053.1,782,12,111,11,Carrier C,180.33,Supplier_5,Bangalore,3670,4,146.54,Pass,0.0917,Sea,Route C,617.37,9.17,52.38
cosmetics,SKU00300,299.18,181,626,45958.92,103,10,135,6,Carrier A,104.25,Supplier_3,Kolkata,803,6,199.54,Pending,0.0279,Air,Route B,727.05,2.79,23.9
skincare,SKU00301,51.22,367,1436,48365.27,300,14,34,1,Carrier B,130.03,Supplier_5,Chennai,2796,19,327.8,Fail,0.05,Rail,Route A,1721.97,5.0,38.49
accessories,SKU00302,244.79,193,1006,38979.96,898,26,348,3,Carrier C,126.9,Supplier_5,Mumbai,416,3,163.98,Pass,0.1074,Road,Route C,795.46,10.74,78.69
accessories,SKU00303,126.27,360,1472,262.91,419,8,93,6,Carrier A,157.56,Supplier_5,Bangalore,4729,2,256.76,Pass,0.0852,Road,Route A,1049.2,8.52,44.06
cosmetics,SKU00304,236.08,227,736,7610.26,737,10,413,6,Carrier A,168.36,Supplier_5,Chennai,745,3,458.12,Pass,0.0177,Air,Route B,1674.62,1.77,19.8
cosmetics,SKU00305,268.07,34,678,29405.03,130,27,181,8,Carrier A,141.78,Supplier_2,Mumbai,2696,3,76.17,Pass,0.1302,Sea,Route B,1277.16,13.02,89.27
skincare,SKU00306,297.64,48,38,47768.73,776,13,42,5,Carrier B,5.97,Supplier_2,Mumbai,1277,11,276.68,Pass,0.0617,Road,Route C,1830.55,6.17,41.76
cosmetics,SKU00307,83.48,473,1680,4164.19,330,1,55,11,Carrier C,168.26,Supplier_2,Chennai,963,1,122.28,Pass,0.037,Air,Route C,78.57,3.7,14.7
haircare,SKU00308,138.62,318,1034,25795.27,248,22,293,1,Carrier A,13.27,Supplier_3,Bangalore,1112,19,391.19,Pass,0.0224,Air,Route B,1258.45,2.24,38.84
cosmetics,SKU00309,283.12,288,771,19884.13,133,10,111,1,Carrier A,172.25,Supplier_2,Chennai,3920,12,119.93,Pass,0.1387,Road,Route C,1044.83,13.87,68.4
accessories,SKU00310,283.99,385,1075,20400.92,787,20,49,2,Carrier A,5.21,Supplier_4,Delhi,2634,14,409.17,Fail,0.1096,Sea,Route B,851.05,10.96,71.0
accessories,SKU00311,115.0,136,1976,13501.02,257,17,224,9,Carrier A,156.01,Supplier_4,Chennai,4780,8,213.39,Pass,0.0464,Sea,Route B,627.45,4.64,41.33
skincare,SKU00312,282.36,182,1661,13610.73,595,14,223,3,Carrier C,129.55,Supplier_2,Kolkata,1298,9,466.78,Pass,0.0289,Road,Route C,784.2,2.89,30.02
skincare,SKU00313,124.74,217,1791,11994.37,578,6,425,5,Carrier A,10.06,Supplier_5,Kolkata,393,2,194.2,Pass,0.1277,Sea,Route C,1644.59,12.77,58.27
cosmetics,SKU00314,115.56,328,750,5247.74,378,27,458,10,Carrier A,151.98,Supplier_4,Delhi,1491,7,256.65,Pass,0.022,Rail,Route C,978.97,2.2,45.82
skincare,SKU00315,228.2,258,1318,27748.1,298,25,437,1,Carrier C,118.01,Supplier_3,Chennai,2568,10,71.21,Fail,0.0783,Road,Route B,478.95,7.83,65.57
cosmetics,SKU00316,144.01,136,1044,22352.79,14,11,247,11,Carrier B,28.6,Supplier_4,Kolkata,159,2,153.07,Pass,0.1002,Sea,Route A,1402.79,10.02,54.37
haircare,SKU00317,137.22,258,1662,35675.46,667,14,208,5,Carrier B,175.97,Supplier_3,Kolkata,1209,17,219.46,Pending,0.1407,Road,Route B,1648.12,14.07,74.92
haircare,SKU00318,118.91,187,1461,32032.82,494,20,58,2,Carrier A,120.28,Supplier_2,Chennai,3632,10,448.55,Pass,0.1029,Sea,Route A,842.21,10.29,68.31
haircare,SKU00319,132.68,123,1088,47644.62,901,11,71,9,Carrier A,95.22,Supplier_4,Mumbai,4529,2,301.5,Pass,0.0161,Air,Route A,304.26,1.61,20.59
skincare,SKU00320,46.25,95,961,17047.01,202,18,225,6,Carrier C,189.34,Supplier_2,Chennai,1859,6,408.62,Pass,0.078,Road,Route A,1501.64,7.8,55.45
haircare,SKU00321,23.01,132,1466,44136.3,576,2,141,2,Carrier B,44.61,Supplier_3,Kolkata,569,13,429.63,Pass,0.1367,Rail,Route C,1397.28,13.67,56.17
skincare,SKU00322,227.43,269,1001,19299.96,44,27,368,8,Carrier B,39.38,Supplier_3,Delhi,910,14,63.26,Fail,0.0405,Road,Route C,1402.59,4.05,53.25
accessories,SKU00323,171.53,181,249,33068.3,28,9,340,12,Carrier B,179.02,Supplier_3,Bangalore,4052,4,171.14,Fail,0.0132,Rail,Route A,77.79,1.32,16.57
accessories,SKU00324,203.21,211,106,40268.43,460,14,384,3,Carrier A,36.29,Supplier_5,Delhi,4512,7,419.47,Pass,0.0088,Sea,Route C,283.45,0.88,21.94
accessories,SKU00325,241.69,390,1977,19899.3,959,18,209,1,Carrier B,164.44,Supplier_1,Bangalore,1110,10,382.74,Pass,0.1251,Sea,Route B,1935.36,12.51,74.37
cosmetics,SKU00326,72.88,347,517,22363.27,668,7,74,7,Carrier B,45.93,Supplier_4,Delhi,3983,16,290.73,Pending,0.1401,Rail,Route C,1130.68,14.01,64.68
haircare,SKU00327,73.96,218,1600,31599.49,197,9,289,4,Carrier C,163.72,Supplier_1,Chennai,3242,7,213.84,Pass,0.0692,Air,Route A,557.01,6.92,39.06
cosmetics,SKU00328,86.98,287,227,5627.98,880,15,446,10,Carrier A,84.58,Supplier_3,Bangalore,1099,13,259.45,Pass,0.0459,Sea,Route C,146.91,4.59,38.27
cosmetics,SKU00329,94.66,19,284,26634.87,346,2,371,5,Carrier C,125.39,Supplier_3,Delhi,3490,6,27.14,Pass,0.0596,Rail,Route B,977.52,5.96,25.2
accessories,SKU00330,229.4,204,57,4837.57,370,10,333,4,Carrier B,123.41,Supplier_3,Chennai,4383,11,81.74,Pass,0.0267,Road,Route A,681.93,2.67,23.42
skincare,SKU00331,115.38,226,485,11321.01,526,17,332,1,Carrier B,81.97,Supplier_2,Delhi,3826,1,190.82,Pass,0.0654,Air,Route A,353.35,6.54,48.96
haircare,SKU00332,100.34,148,1958,31190.6,894,5,427,2,Carrier A,106.1,Supplier_4,Bangalore,3961,11,87.26,Fail,0.0708,Rail,Route B,1293.52,7.08,33.99
cosmetics,SKU00333,192.71,100,1149,48610.99,618,9,431,13,Carrier C,131.64,Supplier_1,Kolkata,359,11,130.56,Pass,0.08,Road,Route A,400.63,8.0,43.4
skincare,SKU00334,60.04,370,19,49968.16,364,28,13,10,Carrier B,31.6,Supplier_1,Kolkata,2703,16,407.12,Pass,0.0158,Road,Route C,1897.43,1.58,44.76
cosmetics,SKU00335,36.39,6,1525,13108.25,342,25,51,13,Carrier B,183.6,Supplier_5,Chennai,2467,9,388.72,Pending,0.1462,Sea,Route B,502.67,14.62,92.84
skincare,SKU00336,210.65,488,1866,7401.27,154,6,250,1,Carrier A,165.55,Supplier_3,Kolkata,4931,3,370.82,Pass,0.0939,Rail,Route B,1783.39,9.39,44.69
skincare,SKU00337,228.15,488,297,25977.61,440,21,155,12,Carrier B,45.59,Supplier_4,Kolkata,715,14,291.86,Fail,0.0859,Road,Route C,742.19,8.59,62.91
haircare,SKU00338,92.43,312,1101,22124.61,975,18,478,9,Carrier C,48.92,Supplier_3,Delhi,2523,15,462.45,Pass,0.124,Road,Route C,620.14,12.4,73.92
accessories,SKU00339,192.63,146,1921,19033.78,626,21,26,3,Carrier C,81.94,Supplier_2,Delhi,720,4,130.27,Pass,0.0073,Rail,Route C,1528.94,0.73,31.34
accessories,SKU00340,15.05,146,660,38446.68,395,7,343,8,Carrier B,155.47,Supplier_1,Delhi,1917,17,317.82,Fail,0.088,Air,Route C,1035.89,8.8,43.75
skincare,SKU00341,124.27,268,691,35513.49,457,26,265,11,Carrier C,105.78,Supplier_5,Bangalore,893,19,221.98,Pass,0.0554,Sea,Route A,323.65,5.54,57.8
haircare,SKU00342,175.5,334,1238,28135.13,190,15,81,6,Carrier A,66.41,Supplier_2,Mumbai,2069,8,472.14,Pass,0.0962,Rail,Route B,1688.68,9.62,58.47
cosmetics,SKU00343,79.76,179,1989,31110.81,283,24,311,5,Carrier C,154.86,Supplier_1,Chennai,824,1,184.87,Pass,0.1407,Sea,Route B,1123.44,14.07,89.2
skincare,SKU00344,107.72,220,1853,29134.53,580,23,252,13,Carrier B,43.14,Supplier_5,Delhi,1922,14,134.35,Pass,0.0105,Road,Route C,1159.07,1.05,35.48
cosmetics,SKU00345,184.82,26,1505,33876.04,410,10,134,4,Carrier B,143.16,Supplier_2,Mumbai,4681,4,388.64,Pass,0.026,Rail,Route B,786.75,2.6,23.14
haircare,SKU00346,179.02,442,566,46397.56,24,1,71,11,Carrier C,151.96,Supplier_1,Mumbai,2998,2,408.92,Fail,0.0527,Rail,Route C,1659.42,5.27,21.0
haircare,SKU00347,50.49,450,971,47338.75,384,17,37,9,Carrier B,24.89,Supplier_5,Chennai,2846,13,365.02,Pass,0.0801,Rail,Route C,1248.47,8.01,54.87
cosmetics,SKU00348,213.44,131,343,48976.82,531,11,468,1,Carrier B,116.15,Supplier_1,Bangalore,4561,14,396.04,Pass,0.1243,Sea,Route B,193.48,12.43,64.04
haircare,SKU00349,28.61,467,725,43000.0,291,8,237,2,Carrier A,120.82,Supplier_5,Delhi,1343,3,112.15,Fail,0.1101,Rail,Route A,1775.58,11.01,54.06
cosmetics,SKU00350,291.07,424,1914,5326.62,506,4,341,1,Carrier A,194.39,Supplier_5,Delhi,1568,3,310.37,Pass,0.0824,Rail,Route B,1153.77,8.24,37.22
skincare,SKU00351,64.7,93,192,22638.48,600,6,92,1,Carrier A,63.27,Supplier_4,Bangalore,2479,5,277.82,Pass,0.0289,Rail,Route C,581.56,2.89,18.59
haircare,SKU00352,79.8,76,255,39100.92,288,23,462,6,Carrier C,94.69,Supplier_2,Bangalore,1346,6,456.57,Pass,0.0755,Rail,Route C,130.47,7.55,61.59
accessories,SKU00353,64.09,208,175,14787.23,512,6,105,13,Carrier C,187.51,Supplier_1,Mumbai,369,10,210.75,Fail,0.066,Air,Route A,131.44,6.6,33.49
cosmetics,SKU00354,297.49,345,398,30375.49,322,22,417,10,Carrier B,30.46,Supplier_1,Kolkata,1599,1,137.93,Pending,0.017,Rail,Route C,288.56,1.7,36.67
accessories,SKU00355,89.55,186,1258,2856.53,411,4,196,5,Carrier B,179.92,Supplier_3,Bangalore,1158,15,167.56,Pass,0.1372,Road,Route C,551.14,13.72,59.23
accessories,SKU00356,183.56,366,748,10261.31,511,27,93,9,Carrier B,76.28,Supplier_2,Mumbai,2977,14,265.8,Pass,0.1262,Rail,Route B,1079.73,12.62,87.66
cosmetics,SKU00357,297.24,83,1547,20071.0,709,7,473,11,Carrier C,71.99,Supplier_1,Chennai,3172,17,491.96,Pass,0.092,Air,Route A,490.05,9.2,45.36
accessories,SKU00358,285.27,463,1196,3602.65,72,24,94,1,Carrier C,199.03,Supplier_4,Delhi,1026,16,355.01,Pass,0.037,Sea,Route B,1587.31,3.7,47.56
haircare,SKU00359,17.49,330,1815,21273.94,812,7,186,6,Carrier C,81.13,Supplier_1,Kolkata,3503,7,365.63,Pass,0.0865,Sea,Route B,1076.74,8.65,43.15
accessories,SKU00360,158.75,125,642,11582.55,755,7,119,11,Carrier A,53.22,Supplier_5,Kolkata,1471,12,244.07,Pass,0.0485,Rail,Route C,885.35,4.85,27.89
accessories,SKU00361,182.38,390,729,43102.56,648,20,357,2,Carrier B,45.43,Supplier_5,Kolkata,3117,13,210.4,Pass,0.0972,Air,Route B,887.01,9.72,66.02
cosmetics,SKU00362,212.21,205,70,16008.72,190,3,476,7,Carrier A,140.64,Supplier_4,Chennai,872,13,467.11,Pass,0.0056,Sea,Route B,519.16,0.56,4.95
accessories,SKU00363,104.09,379,1875,19098.22,341,8,192,7,Carrier C,128.99,Supplier_1,Kolkata,4924,1,236.24,Pass,0.0905,Rail,Route C,1099.03,9.05,46.18
cosmetics,SKU00364,101.73,351,1668,40121.26,741,18,122,7,Carrier B,51.61,Supplier_3,Bangalore,1159,15,80.23,Pass,0.084,Rail,Route A,504.13,8.4,57.86
accessories,SKU00365,6.26,337,593,28027.43,936,2,208,3,Carrier B,101.54,Supplier_1,Kolkata,4899,17,394.41,Pass,0.1388,Air,Route A,680.02,13.88,57.01
accessories,SKU00366,15.39,60,466,2599.34,978,8,267,8,Carrier A,60.88,Supplier_2,Delhi,4086,7,116.86,Pass,0.0857,Road,Route B,1045.29,8.57,44.26
cosmetics,SKU00367,167.27,8,1879,10957.11,104,13,78,2,Carrier C,168.27,Supplier_1,Chennai,4186,13,207.26,Pass,0.1174,Sea,Route C,1288.05,11.74,64.13
accessories,SKU00368,27.39,349,1028,30582.5,682,18,166,10,Carrier B,74.77,Supplier_1,Kolkata,673,4,313.79,Pass,0.0333,Sea,Route B,689.09,3.33,37.5
accessories,SKU00369,64.73,114,1837,10048.29,805,6,100,1,Carrier B,125.05,Supplier_4,Delhi,2382,18,419.34,Pending,0.0829,Road,Route C,1456.34,8.29,40.28
skincare,SKU00370,103.32,33,631,12490.79,747,17,355,6,Carrier A,183.15,Supplier_5,Chennai,4310,4,23.27,Pass,0.0486,Road,Route A,747.44,4.86,42.21
haircare,SKU00371,25.79,257,309,31184.43,421,20,387,6,Carrier B,51.56,Supplier_4,Bangalore,3809,4,333.0,Pass,0.1478,Air,Route C,1834.64,14.78,86.34
haircare,SKU00372,14.1,467,1173,24779.8,712,11,91,11,Carrier C,190.68,Supplier_1,Kolkata,1191,6,85.39,Pass,0.1436,Air,Route C,340.4,14.36,71.8
haircare,SKU00373,278.44,351,1721,13528.14,396,7,220,4,Carrier C,99.64,Supplier_2,Mumbai,1320,10,322.99,Pass,0.0368,Rail,Route A,1176.76,3.68,23.19
skincare,SKU00374,133.39,150,210,28004.07,137,8,368,1,Carrier C,129.85,Supplier_3,Bangalore,2502,10,310.34,Pass,0.0935,Sea,Route B,741.69,9.35,47.39
haircare,SKU00375,65.44,193,1407,31724.02,843,17,149,5,Carrier A,58.04,Supplier_3,Bangalore,4337,15,267.89,Pass,0.0107,Rail,Route A,936.88,1.07,26.99
skincare,SKU00376,213.99,349,71,2064.69,142,1,73,12,Carrier A,140.42,Supplier_3,Bangalore,383,15,224.65,Pass,0.0822,Rail,Route B,275.59,8.22,32.85
skincare,SKU00377,7.79,224,1404,13764.96,655,6,493,13,Carrier C,146.14,Supplier_5,Delhi,1294,1,279.63,Pass,0.1478,Road,Route C,709.24,14.78,66.34
cosmetics,SKU00378,77.28,279,1758,15454.75,378,4,143,2,Carrier A,120.49,Supplier_5,Chennai,3238,7,479.41,Pass,0.021,Sea,Route C,418.03,2.1,12.56
haircare,SKU00379,288.42,420,1680,43948.17,973,14,440,11,Carrier C,173.19,Supplier_2,Bangalore,4954,16,189.06,Pass,0.1094,Rail,Route B,1368.68,10.94,62.35
accessories,SKU00380,269.82,28,1219,2661.05,360,24,190,11,Carrier C,96.97,Supplier_2,Kolkata,2491,6,246.25,Pass,0.0773,Air,Route A,1562.2,7.73,63.74
haircare,SKU00381,192.6,11,1073,17422.0,878,26,139,10,Carrier C,7.93,Supplier_1,Chennai,166,14,90.73,Pass,0.149,Rail,Route B,1582.38,14.9,95.39
accessories,SKU00382,32.49,445,261,9808.06,296,20,140,12,Carrier B,183.11,Supplier_4,Kolkata,3340,7,206.5,Pass,0.0613,Rail,Route C,1829.08,6.13,51.6
cosmetics,SKU00383,98.82,134,1013,34787.51,116,9,222,4,Carrier B,115.75,Supplier_4,Mumbai,4001,15,44.83,Pass,0.1241,Road,Route C,796.4,12.41,61.11
haircare,SKU00384,13.24,411,1857,40580.59,390,2,325,2,Carrier A,124.92,Supplier_5,Chennai,1024,12,456.57,Pass,0.0895,Rail,Route B,1297.48,8.95,37.21
haircare,SKU00385,69.66,144,734,2966.12,503,16,287,10,Carrier B,121.72,Supplier_1,Kolkata,2553,4,185.75,Pass,0.12,Rail,Route C,1914.53,12.0,69.46
skincare,SKU00386,12.5,423,558,43178.77,999,6,361,10,Carrier C,13.04,Supplier_3,Chennai,296,8,470.07,Fail,0.1278,Air,Route C,1024.18,12.78,58.31
cosmetics,SKU00387,42.22,496,1730,34828.43,767,13,91,10,Carrier B,61.07,Supplier_3,Mumbai,4099,15,84.85,Pass,0.0972,Road,Route B,1064.0,9.72,56.02
haircare,SKU00388,191.8,460,1069,10927.24,418,18,355,2,Carrier A,22.52,Supplier_3,Mumbai,3157,4,337.5,Pass,0.0525,Road,Route C,1328.5,5.25,45.21
haircare,SKU00389,34.63,113,1802,45800.05,82,3,219,7,Carrier B,131.71,Supplier_2,Bangalore,2653,11,309.23,Pass,0.0894,Sea,Route A,109.1,8.94,38.6
haircare,SKU00390,50.95,258,84,14722.81,375,3,444,8,Carrier A,171.67,Supplier_1,Kolkata,526,19,337.37,Pending,0.1185,Air,Route B,1705.95,11.85,50.29
cosmetics,SKU00391,271.33,23,321,39444.41,542,1,149,4,Carrier A,133.81,Supplier_1,Delhi,4183,3,401.65,Pass,0.1231,Rail,Route A,861.42,12.31,49.28
haircare,SKU00392,103.96,133,1352,3840.48,467,27,265,6,Carrier A,163.65,Supplier_5,Bangalore,3704,9,55.82,Pass,0.0948,Air,Route C,1522.47,9.48,75.05
haircare,SKU00393,103.23,208,1544,22856.84,992,25,407,3,Carrier C,69.86,Supplier_4,Mumbai,3571,3,374.86,Pending,0.0684,Road,Route A,308.46,6.84,61.59
skincare,SKU00394,30.53,18,1949,25337.19,291,6,78,9,Carrier B,11.14,Supplier_5,Bangalore,2361,13,32.51,Pass,0.0126,Rail,Route C,1010.07,1.26,12.04
skincare,SKU00395,239.8,324,551,44839.62,239,10,56,6,Carrier C,84.88,Supplier_4,Bangalore,3231,17,164.68,Pass,0.0174,Sea,Route A,1159.38,1.74,19.68
cosmetics,SKU00396,204.53,96,517,41842.63,288,18,435,13,Carrier C,37.91,Supplier_5,Delhi,4549,12,426.73,Pass,0.0968,Rail,Route B,1557.16,9.68,63.0
accessories,SKU00397,166.4,76,367,27364.57,116,20,495,4,Carrier B,64.52,Supplier_2,Delhi,4761,8,293.77,Pending,0.0593,Road,Route B,1213.86,5.93,50.8
accessories,SKU00398,187.28,325,1487,2671.65,124,12,182,8,Carrier A,51.57,Supplier_2,Chennai,947,2,466.86,Pass,0.1015,Rail,Route B,1263.22,10.15,56.32
cosmetics,SKU00399,34.61,419,394,21555.88,289,12,125,12,Carrier C,40.23,Supplier_1,Mumbai,677,6,433.77,Fail,0.0781,Sea,Route C,1852.66,7.81,46.92
cosmetics,SKU00400,81.79,498,1803,18827.1,217,21,397,1,Carrier B,139.11,Supplier_2,Chennai,2848,17,223.16,Pass,0.0598,Rail,Route B,577.74,5.98,52.43
accessories,SKU00401,177.17,98,1146,49775.17,344,25,172,7,Carrier A,121.54,Supplier_5,Kolkata,4638,7,155.14,Pass,0.0307,Air,Route A,924.97,3.07,46.45
skincare,SKU00402,285.91,388,1347,34067.87,752,4,216,5,Carrier A,165.44,Supplier_1,Mumbai,3346,1,117.78,Pass,0.1271,Sea,Route B,1767.64,12.71,55.17
cosmetics,SKU00403,246.05,352,559,20312.3,285,6,47,9,Carrier C,196.92,Supplier_2,Delhi,2656,14,40.3,Pass,0.0408,Sea,Route B,940.01,4.08,23.37
haircare,SKU00404,194.01,406,1456,18304.32,803,22,24,1,Carrier B,51.32,Supplier_5,Bangalore,2601,5,363.83,Pass,0.0947,Road,Route B,1204.07,9.47,67.87
cosmetics,SKU00405,158.05,80,484,38402.21,432,15,457,12,Carrier C,187.92,Supplier_2,Kolkata,3566,3,406.9,Pass,0.0153,Rail,Route B,1035.73,1.53,25.98
haircare,SKU00406,9.46,239,347,4879.41,147,6,46,2,Carrier B,154.7,Supplier_1,Kolkata,4759,1,42.9,Pass,0.1445,Air,Route B,1949.18,14.45,65.01
haircare,SKU00407,267.76,440,196,40869.19,833,16,415,9,Carrier C,114.75,Supplier_2,Chennai,3374,4,256.0,Pass,0.0229,Road,Route C,1374.09,2.29,30.46
accessories,SKU00408,24.72,287,303,33577.94,235,2,403,8,Carrier C,194.66,Supplier_5,Mumbai,3142,18,418.77,Fail,0.0756,Road,Route C,1557.31,7.56,31.63
cosmetics,SKU00409,43.08,100,649,21821.38,517,24,43,3,Carrier C,104.92,Supplier_2,Delhi,2019,13,326.94,Pass,0.1218,Air,Route C,112.39,12.18,81.61
skincare,SKU00410,209.46,0,209,35545.49,3,11,495,6,Carrier A,10.52,Supplier_3,Bangalore,4786,19,219.98,Pass,0.0349,Air,Route B,819.83,3.49,28.14
haircare,SKU00411,244.58,365,1548,19950.94,589,1,268,5,Carrier C,29.36,Supplier_2,Mumbai,2681,17,475.71,Pass,0.0968,Road,Route B,1507.32,9.68,38.71
haircare,SKU00412,237.03,34,700,7244.32,715,28,228,10,Carrier B,66.0,Supplier_5,Bangalore,1125,19,222.91,Pass,0.0612,Sea,Route A,378.02,6.12,62.99
accessories,SKU00413,138.46,419,43,20905.3,109,11,201,12,Carrier C,140.78,Supplier_5,Kolkata,4866,13,169.92,Pass,0.1444,Air,Route B,1570.22,14.44,72.12
skincare,SKU00414,57.23,329,1789,2663.2,442,24,95,8,Carrier A,115.43,Supplier_3,Mumbai,3670,1,258.67,Pass,0.0201,Air,Route A,1846.22,2.01,40.77
accessories,SKU00415,15.41,127,965,4447.03,64,14,306,1,Carrier B,138.23,Supplier_1,Mumbai,2492,18,186.47,Pass,0.0287,Road,Route C,1534.44,2.87,29.94
accessories,SKU00416,256.16,106,1305,22007.01,643,2,464,4,Carrier C,8.65,Supplier_5,Chennai,4259,9,208.21,Pass,0.0818,Rail,Route C,1459.95,8.18,34.12
accessories,SKU00417,293.42,46,1205,41271.22,950,18,174,3,Carrier A,53.35,Supplier_5,Chennai,4591,6,258.55,Pass,0.1022,Road,Route B,586.55,10.22,65.17
haircare,SKU00418,77.02,169,1590,10263.21,681,3,142,5,Carrier A,113.17,Supplier_3,Kolkata,4728,15,57.2,Pass,0.0864,Sea,Route A,285.98,8.64,37.4
haircare,SKU00419,260.49,293,99,25090.76,347,5,478,9,Carrier A,132.6,Supplier_3,Bangalore,141,7,309.68,Pass,0.0274,Sea,Route C,1880.22,2.74,16.56
cosmetics,SKU00420,123.75,153,716,48949.53,691,28,114,10,Carrier C,89.23,Supplier_3,Delhi,2376,7,299.62,Pass,0.0736,Sea,Route A,872.4,7.36,67.97
skincare,SKU00421,96.85,249,587,41389.83,947,16,116,12,Carrier C,47.55,Supplier_1,Bangalore,2913,8,361.55,Pass,0.0097,Sea,Route C,1807.92,0.97,25.16
accessories,SKU00422,154.02,314,1142,45106.06,541,8,38,13,Carrier B,65.41,Supplier_2,Delhi,4186,6,136.6,Fail,0.101,Sea,Route A,1351.52,10.1,50.4
skincare,SKU00423,7.41,239,1812,33780.9,335,21,411,11,Carrier A,153.38,Supplier_1,Mumbai,3476,7,39.66,Fail,0.0493,Road,Route A,1866.24,4.93,48.21
haircare,SKU00424,135.6,124,23,29494.69,153,17,313,9,Carrier C,144.93,Supplier_4,Kolkata,3237,8,359.77,Pending,0.1442,Air,Route C,99.47,14.42,80.61
haircare,SKU00425,63.87,390,1988,29134.02,639,22,141,10,Carrier C,53.22,Supplier_4,Bangalore,2036,6,197.09,Fail,0.06,Sea,Route B,1609.41,6.0,53.94
skincare,SKU00426,215.17,358,947,30101.67,955,20,62,10,Carrier B,190.36,Supplier_4,Delhi,4504,15,306.84,Pass,0.0077,Rail,Route C,1491.33,0.77,30.07
cosmetics,SKU00427,153.26,231,1700,23302.24,661,7,328,10,Carrier A,13.57,Supplier_3,Mumbai,498,16,149.98,Pass,0.0018,Sea,Route A,1148.07,0.18,9.13
haircare,SKU00428,261.31,90,1906,18095.22,915,12,100,5,Carrier B,50.71,Supplier_2,Delhi,1371,11,187.26,Pass,0.0494,Rail,Route B,367.55,4.94,35.39
accessories,SKU00429,269.51,248,339,12010.57,89,13,219,5,Carrier C,90.45,Supplier_2,Chennai,3981,6,146.22,Pass,0.0393,Air,Route A,446.83,3.93,32.77
skincare,SKU00430,98.44,180,457,3358.75,118,6,56,10,Carrier A,161.85,Supplier_1,Mumbai,474,9,256.48,Pending,0.1426,Sea,Route B,1861.96,14.26,64.25
skincare,SKU00431,87.71,243,1528,18519.74,70,9,267,1,Carrier C,115.22,Supplier_2,Chennai,3789,8,330.93,Pass,0.117,Air,Route B,810.03,11.7,58.26
cosmetics,SKU00432,282.04,62,837,38518.01,905,19,288,6,Carrier C,136.73,Supplier_3,Delhi,4142,9,132.99,Pending,0.0551,Sea,Route A,1517.4,5.51,47.68
accessories,SKU00433,153.68,227,901,27679.04,441,12,265,9,Carrier B,190.5,Supplier_5,Mumbai,1968,9,171.72,Pending,0.039,Road,Route B,1953.12,3.9,31.22
skincare,SKU00434,33.47,25,621,8282.99,636,10,359,10,Carrier B,76.57,Supplier_3,Bangalore,531,5,241.96,Pending,0.0102,Road,Route A,494.66,1.02,16.79
accessories,SKU00435,18.54,202,341,40728.73,127,11,316,1,Carrier A,40.38,Supplier_4,Bangalore,578,19,354.28,Pass,0.0185,Sea,Route B,180.31,1.85,21.55
skincare,SKU00436,297.18,349,1680,2169.03,32,5,391,8,Carrier A,84.84,Supplier_3,Chennai,3392,13,197.19,Pass,0.1114,Road,Route A,119.09,11.14,50.29
haircare,SKU00437,175.85,80,961,46563.25,295,28,43,11,Carrier C,114.86,Supplier_4,Mumbai,4213,7,49.87,Pending,0.0085,Road,Route B,891.19,0.85,41.82
accessories,SKU00438,21.08,63,17,32625.08,812,20,394,6,Carrier A,31.22,Supplier_2,Kolkata,3033,7,269.07,Pass,0.1178,Air,Route A,1658.01,11.78,74.29
accessories,SKU00439,155.82,147,1845,27849.93,195,1,39,2,Carrier B,12.53,Supplier_5,Chennai,3902,14,238.02,Pass,0.0592,Sea,Route B,1609.06,5.92,23.61
accessories,SKU00440,153.71,453,240,20689.16,828,23,419,8,Carrier A,146.57,Supplier_1,Chennai,337,13,498.55,Pass,0.1025,Sea,Route A,1201.36,10.25,72.43
accessories,SKU00441,133.44,132,1754,41269.05,312,28,485,1,Carrier C,197.81,Supplier_2,Mumbai,4187,7,298.47,Pass,0.0925,Air,Route B,55.56,9.25,75.56
skincare,SKU00442,285.63,470,1415,438.44,731,24,371,7,Carrier C,186.62,Supplier_4,Mumbai,3561,7,42.17,Pass,0.0163,Rail,Route A,530.44,1.63,39.24
haircare,SKU00443,284.89,124,783,894.08,455,1,133,13,Carrier A,78.36,Supplier_2,Mumbai,4112,16,329.05,Pass,0.1134,Sea,Route A,339.75,11.34,45.38
cosmetics,SKU00444,41.87,28,789,26063.71,320,7,75,6,Carrier B,93.56,Supplier_4,Chennai,1277,2,59.77,Pass,0.1316,Sea,Route C,355.12,13.16,61.26
cosmetics,SKU00445,49.76,391,126,14923.78,311,3,184,3,Carrier A,166.64,Supplier_5,Delhi,1389,8,198.78,Fail,0.0166,Rail,Route C,308.78,1.66,9.36
skincare,SKU00446,125.21,59,787,20137.43,294,1,157,11,Carrier A,197.06,Supplier_5,Chennai,2754,14,36.84,Pass,0.1456,Air,Route B,117.26,14.56,58.31
cosmetics,SKU00447,251.04,57,1801,26876.26,335,6,127,8,Carrier C,74.46,Supplier_3,Kolkata,3160,1,308.4,Pass,0.1209,Road,Route C,1032.65,12.09,55.54
