country_or_area,year,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category,trade_usd_billions
Germany,2014,Electronics,Export,1406678089.0,51371903.0,Number of items,4191386.0,Food,1.4067
China,2019,Machinery,Export,9423155095.0,41799780.0,Weight in kg,2096109.0,Chemicals,9.4232
India,2018,Textiles,Import,7225848010.0,62516973.0,Volume in liters,5544237.0,Textiles,7.2258
Australia,2011,Electronics,Export,6185404455.0,15134620.0,Number of items,5924883.0,Vehicles,6.1854
India,2010,Vehicles,Export,1043869107.0,15386616.0,Number of items,5562733.0,Metals,1.0439
Mexico,2016,Vehicles,Export,7203323758.0,95271852.0,Number of items,5540276.0,Machinery,7.2033
Nigeria,2018,Fuel,Import,8344046888.0,87446299.0,Weight in kg,4147089.0,Metals,8.344
Japan,2021,Machinery,Import,1268109096.0,78351616.0,Volume in liters,9903938.0,Chemicals,1.2681
USA,2010,Plastics,Export,6447636765.0,62020919.0,Number of items,2990290.0,Electronics,6.4476
UK,2022,Pharmaceuticals,Export,4990351907.0,23972601.0,Weight in kg,9310188.0,Food,4.9904
Brazil,2019,Food,Import,7786090970.0,62269255.0,Weight in kg,2465116.0,Fuel,7.7861
Germany,2019,Electronics,Export,1293600136.0,25462042.0,Weight in kg,5811041.0,Vehicles,1.2936
Germany,2017,Metals,Export,4354714625.0,28778152.0,Volume in liters,1634510.0,Plastics,4.3547
Argentina,2016,Chemicals,Export,3997244715.0,97822118.0,Weight in kg,4471189.0,Fuel,3.9972
UK,2017,Vehicles,Export,5658869304.0,61596302.0,Volume in liters,1817820.0,Metals,5.6589
Argentina,2021,Electronics,Import,8069789261.0,42664513.0,Number of items,6952727.0,Metals,8.0698
UK,2020,Metals,Export,5386761517.0,87198356.0,Number of items,4513256.0,Chemicals,5.3868
France,2020,Food,Import,4424475083.0,28356882.0,Number of items,1013658.0,Vehicles,4.4245
India,2011,Electronics,Export,4363545270.0,61943225.0,Volume in liters,8622432.0,Metals,4.3635
Argentina,2018,Pharmaceuticals,Export,8880289151.0,39283950.0,Weight in kg,3204636.0,Plastics,8.8803
Nigeria,2010,Electronics,Import,5086872629.0,13261164.0,Weight in kg,9321058.0,Plastics,5.0869
China,2021,Chemicals,Import,4893558203.0,76590282.0,Volume in liters,9942220.0,Pharmaceuticals,4.8936
India,2012,Metals,Import,3056198573.0,38829422.0,Number of items,5553028.0,Fuel,3.0562
USA,2014,Fuel,Export,2211669203.0,39925913.0,Number of items,7362270.0,Textiles,2.2117
France,2014,Food,Import,7422656733.0,98766865.0,Number of items,3533790.0,Chemicals,7.4227
Argentina,2013,Textiles,Export,2056414330.0,93168210.0,Volume in liters,9816325.0,Plastics,2.0564
Nigeria,2022,Food,Export,5852428643.0,28165478.0,Weight in kg,8345876.0,Electronics,5.8524
USA,2022,Machinery,Import,2078710593.0,75847205.0,Weight in kg,3854787.0,Textiles,2.0787
Mexico,2016,Plastics,Export,9561796528.0,72737553.0,Number of items,1554237.0,Fuel,9.5618
China,2012,Food,Import,7535615788.0,86253730.0,Weight in kg,1269325.0,Fuel,7.5356
Nigeria,2018,Pharmaceuticals,Import,8850599706.0,21498554.0,Volume in liters,3606460.0,Pharmaceuticals,8.8506
USA,2019,Plastics,Export,5351258333.0,30357132.0,Number of items,440350.0,Vehicles,5.3513
Brazil,2017,Metals,Export,9598464306.0,28293003.0,Volume in liters,2734044.0,Electronics,9.5985
Mexico,2021,Fuel,Export,7750191432.0,23419524.0,Weight in kg,380745.0,Food,7.7502
Australia,2015,Machinery,Import,5906109347.0,1655605.0,Volume in liters,3080739.0,Chemicals,5.9061
China,2016,Vehicles,Import,9777482352.0,37998419.0,Number of items,3725898.0,Textiles,9.7775
Australia,2023,Food,Import,9799106857.0,18814347.0,Number of items,3042881.0,Metals,9.7991
India,2022,Food,Export,2380350338.0,85845728.0,Weight in kg,8533557.0,Vehicles,2.3804
France,2021,Electronics,Import,7271501510.0,46202177.0,Weight in kg,8726059.0,Pharmaceuticals,7.2715
China,2011,Chemicals,Export,7041344159.0,73206873.0,Number of items,3966813.0,Pharmaceuticals,7.0413
France,2012,Pharmaceuticals,Export,5802767540.0,23775322.0,Number of items,2719538.0,Metals,5.8028
USA,2011,Plastics,Import,8555052355.0,23049498.0,Number of items,1408806.0,Food,8.5551
USA,2013,Metals,Import,379875511.0,46103713.0,Weight in kg,8130142.0,Chemicals,0.3799
Nigeria,2011,Food,Export,6313457050.0,86108115.0,Volume in liters,150873.0,Pharmaceuticals,6.3135
Australia,2012,Vehicles,Export,8550656404.0,17145607.0,Volume in liters,70243.0,Electronics,8.5507
Japan,2016,Plastics,Import,8583538492.0,5086227.0,Weight in kg,9871440.0,Pharmaceuticals,8.5835
Japan,2016,Plastics,Import,5434352053.0,8446342.0,Volume in liters,1515819.0,Chemicals,5.4344
UK,2017,Vehicles,Import,705407001.0,86514012.0,Number of items,2648018.0,Vehicles,0.7054
Japan,2017,Metals,Import,91313411.0,34507603.0,Weight in kg,9854744.0,Chemicals,0.0913
France,2011,Textiles,Export,270709409.0,98831341.0,Number of items,4956909.0,Chemicals,0.2707
China,2017,Chemicals,Export,1263887318.0,62543294.0,Number of items,8764451.0,Vehicles,1.2639
Argentina,2023,Vehicles,Import,8488947411.0,5207270.0,Volume in liters,518835.0,Pharmaceuticals,8.4889
Nigeria,2010,Chemicals,Export,5066131243.0,17186458.0,Number of items,2196036.0,Textiles,5.0661
China,2018,Machinery,Import,8764138150.0,64714580.0,Volume in liters,160556.0,Plastics,8.7641
China,2023,Machinery,Export,4182155619.0,73277765.0,Volume in liters,4363013.0,Fuel,4.1822
Germany,2014,Vehicles,Export,2266836075.0,24705765.0,Number of items,864904.0,Metals,2.2668
Mexico,2020,Chemicals,Export,5476950389.0,48698064.0,Weight in kg,857965.0,Pharmaceuticals,5.477
Japan,2010,Metals,Export,3379725154.0,70596437.0,Weight in kg,1533360.0,Pharmaceuticals,3.3797
UK,2012,Food,Export,9731063252.0,29354902.0,Number of items,3048812.0,Metals,9.7311
Germany,2017,Chemicals,Import,9591601591.0,12632712.0,Volume in liters,8948776.0,Textiles,9.5916
Argentina,2022,Machinery,Export,82165556.0,5573390.0,Number of items,2838226.0,Food,0.0822
China,2016,Metals,Export,875308782.0,71110458.0,Number of items,3471955.0,Pharmaceuticals,0.8753
Mexico,2013,Vehicles,Export,9722725432.0,63664148.0,Number of items,8957266.0,Fuel,9.7227
UK,2011,Plastics,Import,5125581588.0,10252841.0,Number of items,4257424.0,Machinery,5.1256
Germany,2022,Fuel,Export,6864167630.0,49949814.0,Volume in liters,6452319.0,Electronics,6.8642
Brazil,2013,Plastics,Import,9119223914.0,25810173.0,Weight in kg,3061598.0,Vehicles,9.1192
USA,2022,Plastics,Export,3498203403.0,29430676.0,Volume in liters,5566480.0,Chemicals,3.4982
UK,2018,Chemicals,Export,8754241472.0,42012539.0,Weight in kg,9174969.0,Electronics,8.7542
Argentina,2010,Metals,Export,5126868212.0,75336338.0,Volume in liters,4511365.0,Textiles,5.1269
Brazil,2016,Electronics,Export,2011074649.0,80483909.0,Weight in kg,3449926.0,Electronics,2.0111
Nigeria,2010,Electronics,Export,7007452291.0,23725907.0,Weight in kg,8616862.0,Food,7.0075
France,2011,Chemicals,Export,1626135968.0,57703951.0,Volume in liters,4781125.0,Electronics,1.6261
India,2021,Pharmaceuticals,Import,1697569124.0,61346731.0,Number of items,2080444.0,Electronics,1.6976
UK,2016,Machinery,Export,9048564628.0,81108685.0,Volume in liters,7186763.0,Fuel,9.0486
India,2021,Electronics,Import,9586522682.0,11052284.0,Volume in liters,2504140.0,Pharmaceuticals,9.5865
France,2014,Chemicals,Import,3122932833.0,85168819.0,Number of items,9226989.0,Metals,3.1229
India,2012,Textiles,Import,6993072452.0,75064715.0,Number of items,8764141.0,Plastics,6.9931
France,2017,Electronics,Export,8481574502.0,61997732.0,Number of items,449961.0,Metals,8.4816
India,2019,Textiles,Export,4492376122.0,60247247.0,Volume in liters,2625092.0,Chemicals,4.4924
India,2019,Vehicles,Export,8176942511.0,82515995.0,Volume in liters,4690293.0,Textiles,8.1769
Brazil,2015,Fuel,Export,961264183.0,79435164.0,Number of items,1523170.0,Plastics,0.9613
India,2018,Chemicals,Import,6096107066.0,86300752.0,Number of items,7621556.0,Electronics,6.0961
Mexico,2023,Fuel,Import,716193279.0,55734392.0,Volume in liters,5256772.0,Machinery,0.7162
UK,2019,Vehicles,Export,9640548561.0,67334576.0,Number of items,8409472.0,Pharmaceuticals,9.6405
Mexico,2021,Pharmaceuticals,Export,590449076.0,34078423.0,Number of items,3445048.0,Machinery,0.5904
USA,2018,Vehicles,Import,1123084824.0,94360137.0,Volume in liters,1949258.0,Plastics,1.1231
Nigeria,2022,Vehicles,Export,5470751245.0,40255587.0,Weight in kg,8741445.0,Plastics,5.4708
Germany,2017,Electronics,Import,2010788619.0,69655985.0,Volume in liters,9070665.0,Food,2.0108
Australia,2021,Plastics,Import,2372429701.0,30803738.0,Number of items,2096843.0,Chemicals,2.3724
Australia,2020,Textiles,Export,8321615438.0,91060953.0,Number of items,1746136.0,Food,8.3216
Brazil,2017,Pharmaceuticals,Import,3168569452.0,64696204.0,Weight in kg,6260052.0,Electronics,3.1686
USA,2015,Food,Import,1685367912.0,41704925.0,Weight in kg,5859218.0,Fuel,1.6854
USA,2011,Plastics,Import,2608885584.0,44187887.0,Weight in kg,732748.0,Chemicals,2.6089
Australia,2011,Machinery,Import,9518445518.0,73926388.0,Number of items,871275.0,Fuel,9.5184
France,2021,Food,Import,6663269916.0,4011599.0,Number of items,7211701.0,Metals,6.6633
Argentina,2015,Textiles,Import,7447125520.0,66754532.0,Weight in kg,6741449.0,Vehicles,7.4471
Japan,2014,Vehicles,Export,3297133324.0,93630351.0,Volume in liters,2226241.0,Plastics,3.2971
China,2022,Metals,Import,6298454129.0,87353353.0,Volume in liters,9424569.0,Plastics,6.2985
India,2013,Food,Import,7599245509.0,89573077.0,Weight in kg,2282306.0,Textiles,7.5992
Brazil,2015,Vehicles,Export,1343249002.0,34829448.0,Weight in kg,3576303.0,Vehicles,1.3432
Nigeria,2018,Plastics,Export,2441186769.0,29529868.0,Weight in kg,8566561.0,Textiles,2.4412
Japan,2016,Plastics,Export,7222644506.0,74465220.0,Volume in liters,2867456.0,Fuel,7.2226
Germany,2012,Chemicals,Export,6673503675.0,99146668.0,Number of items,3748993.0,Pharmaceuticals,6.6735
Japan,2011,Electronics,Import,4219459066.0,54457893.0,Volume in liters,5427978.0,Electronics,4.2195
Germany,2017,Textiles,Export,5400454787.0,7682102.0,Number of items,656403.0,Vehicles,5.4005
China,2014,Food,Export,3895287103.0,22617516.0,Volume in liters,2212358.0,Machinery,3.8953
Argentina,2012,Food,Import,1071846720.0,31181493.0,Volume in liters,6335512.0,Machinery,1.0718
UK,2017,Food,Export,8362952566.0,61054757.0,Number of items,7669971.0,Plastics,8.363
Australia,2022,Fuel,Import,6172266866.0,84662233.0,Weight in kg,2848228.0,Textiles,6.1723
India,2011,Machinery,Export,8262932201.0,303486.0,Volume in liters,8921205.0,Vehicles,8.2629
China,2011,Pharmaceuticals,Export,772311747.0,3241153.0,Number of items,4403582.0,Electronics,0.7723
Brazil,2010,Machinery,Export,3740565403.0,57834754.0,Number of items,8692287.0,Electronics,3.7406
Argentina,2016,Machinery,Export,3031674265.0,30514689.0,Number of items,9548896.0,Pharmaceuticals,3.0317
Japan,2011,Chemicals,Export,3495816915.0,41855779.0,Weight in kg,7567818.0,Electronics,3.4958
Brazil,2023,Electronics,Import,9408805439.0,48079822.0,Weight in kg,3676962.0,Chemicals,9.4088
USA,2012,Machinery,Export,3693856411.0,92721702.0,Volume in liters,4844011.0,Plastics,3.6939
UK,2020,Food,Import,8920066832.0,86344198.0,Volume in liters,9769384.0,Food,8.9201
Japan,2010,Electronics,Import,8057890822.0,97435299.0,Weight in kg,2246166.0,Plastics,8.0579
UK,2016,Metals,Export,8647367752.0,56175487.0,Number of items,8722872.0,Electronics,8.6474
Argentina,2014,Food,Import,3124297691.0,33198617.0,Weight in kg,845205.0,Machinery,3.1243
India,2010,Food,Import,5940722673.0,46374624.0,Volume in liters,4655432.0,Chemicals,5.9407
USA,2013,Plastics,Import,8579426559.0,67660931.0,Weight in kg,1725671.0,Chemicals,8.5794
Germany,2010,Vehicles,Import,905879067.0,79827310.0,Volume in liters,5251658.0,Electronics,0.9059
China,2017,Vehicles,Export,607890311.0,48592083.0,Volume in liters,3700801.0,Pharmaceuticals,0.6079
Mexico,2021,Textiles,Export,1736384205.0,96652563.0,Number of items,9643342.0,Vehicles,1.7364
Australia,2011,Electronics,Import,1224412446.0,87727152.0,Number of items,747457.0,Plastics,1.2244
Brazil,2014,Vehicles,Import,3593281603.0,91705305.0,Volume in liters,4742820.0,Machinery,3.5933
Germany,2016,Machinery,Export,5468570186.0,45144161.0,Number of items,3223224.0,Electronics,5.4686
USA,2012,Fuel,Import,8256730200.0,37922067.0,Weight in kg,7916377.0,Fuel,8.2567
UK,2023,Plastics,Export,5255323658.0,61489466.0,Volume in liters,2148650.0,Plastics,5.2553
Mexico,2014,Chemicals,Import,4523025598.0,11110684.0,Weight in kg,8616363.0,Textiles,4.523
France,2023,Vehicles,Import,7055115681.0,93843235.0,Number of items,5644506.0,Pharmaceuticals,7.0551
India,2011,Chemicals,Import,4564819969.0,50016513.0,Number of items,9900983.0,Fuel,4.5648
UK,2019,Textiles,Export,6520782644.0,24393454.0,Weight in kg,3716779.0,Electronics,6.5208
Australia,2022,Food,Import,4216341844.0,82298666.0,Weight in kg,3899662.0,Plastics,4.2163
Argentina,2020,Vehicles,Import,7093519248.0,2951367.0,Number of items,9296452.0,Electronics,7.0935
Mexico,2016,Machinery,Export,3263425654.0,64287150.0,Volume in liters,5714860.0,Plastics,3.2634
Japan,2023,Fuel,Import,329305721.0,38743200.0,Volume in liters,9303582.0,Metals,0.3293
Mexico,2016,Metals,Import,7096747318.0,76730844.0,Volume in liters,2562963.0,Chemicals,7.0967
China,2016,Textiles,Export,2347849968.0,94178457.0,Weight in kg,3807243.0,Food,2.3478
Australia,2010,Textiles,Export,4098765144.0,85268195.0,Number of items,5636786.0,Chemicals,4.0988
USA,2021,Pharmaceuticals,Import,4842161545.0,11898778.0,Volume in liters,6645554.0,Chemicals,4.8422
Japan,2022,Pharmaceuticals,Import,163180768.0,48114076.0,Weight in kg,423521.0,Electronics,0.1632
Germany,2021,Metals,Import,8636180849.0,82708293.0,Weight in kg,1027931.0,Metals,8.6362
Brazil,2023,Chemicals,Import,6982316295.0,7763797.0,Weight in kg,7072257.0,Fuel,6.9823
Japan,2023,Electronics,Export,3859154514.0,25069839.0,Number of items,7932540.0,Fuel,3.8592
Germany,2010,Plastics,Import,6537626006.0,77686577.0,Volume in liters,4324014.0,Food,6.5376
France,2010,Machinery,Import,921378894.0,65401297.0,Number of items,5801859.0,Electronics,0.9214
USA,2022,Metals,Import,8412211500.0,33781078.0,Weight in kg,1758765.0,Pharmaceuticals,8.4122
Japan,2011,Pharmaceuticals,Import,3059101003.0,69943053.0,Weight in kg,3740577.0,Machinery,3.0591
Argentina,2019,Food,Export,8084893364.0,82174974.0,Number of items,387300.0,Plastics,8.0849
Australia,2020,Metals,Export,3502473690.0,2864029.0,Number of items,7120228.0,Chemicals,3.5025
Mexico,2010,Chemicals,Export,307347850.0,54529436.0,Number of items,8703039.0,Metals,0.3073
Nigeria,2020,Food,Import,5092252217.0,91744936.0,Weight in kg,5564725.0,Vehicles,5.0923
China,2020,Metals,Export,750973382.0,22749486.0,Volume in liters,5864696.0,Metals,0.751
Japan,2011,Vehicles,Import,6709990531.0,31555022.0,Number of items,1610477.0,Chemicals,6.71
Nigeria,2013,Electronics,Export,1458997381.0,1600127.0,Volume in liters,6908490.0,Vehicles,1.459
Brazil,2018,Plastics,Export,5941865.0,45569274.0,Weight in kg,8223979.0,Machinery,0.0059
Argentina,2020,Machinery,Import,6504174735.0,92680669.0,Volume in liters,8063853.0,Vehicles,6.5042
France,2011,Machinery,Import,3310007405.0,55650797.0,Weight in kg,2452362.0,Pharmaceuticals,3.31
France,2010,Metals,Export,9112617031.0,95538904.0,Number of items,8858145.0,Vehicles,9.1126
Australia,2012,Machinery,Export,9031801435.0,79970730.0,Volume in liters,2940326.0,Pharmaceuticals,9.0318
Argentina,2023,Plastics,Import,4704320550.0,54353509.0,Weight in kg,5421938.0,Pharmaceuticals,4.7043
USA,2019,Machinery,Export,3916669732.0,96227838.0,Weight in kg,2971078.0,Food,3.9167
USA,2013,Pharmaceuticals,Import,8467985235.0,35967620.0,Weight in kg,8175815.0,Textiles,8.468
Nigeria,2015,Pharmaceuticals,Import,8203123154.0,55828881.0,Weight in kg,6041169.0,Chemicals,8.2031
France,2018,Pharmaceuticals,Import,6116294025.0,55886621.0,Volume in liters,3694253.0,Machinery,6.1163
Brazil,2019,Plastics,Import,4063891689.0,76701551.0,Number of items,3040146.0,Plastics,4.0639
Mexico,2012,Metals,Export,1200724037.0,76198025.0,Volume in liters,9423113.0,Plastics,1.2007
Japan,2015,Vehicles,Import,5678833375.0,26796918.0,Volume in liters,5640440.0,Machinery,5.6788
Argentina,2016,Electronics,Import,6401691137.0,11599263.0,Weight in kg,4957014.0,Plastics,6.4017
France,2015,Vehicles,Export,139128308.0,6592109.0,Weight in kg,6973303.0,Textiles,0.1391
Brazil,2020,Metals,Import,6451951574.0,30486878.0,Weight in kg,1846318.0,Pharmaceuticals,6.452
Japan,2018,Vehicles,Import,1128180651.0,86566080.0,Volume in liters,2685787.0,Pharmaceuticals,1.1282
Japan,2017,Machinery,Import,7721018541.0,49105755.0,Number of items,968102.0,Machinery,7.721
USA,2011,Textiles,Import,8447636051.0,35003003.0,Weight in kg,5905444.0,Vehicles,8.4476
India,2013,Machinery,Export,946294966.0,19655482.0,Number of items,8632224.0,Plastics,0.9463
France,2014,Fuel,Export,2665035703.0,61268282.0,Volume in liters,1216796.0,Textiles,2.665
Japan,2019,Fuel,Export,4523340237.0,15007841.0,Weight in kg,6460399.0,Machinery,4.5233
Argentina,2019,Food,Import,9763816071.0,1289925.0,Weight in kg,668977.0,Fuel,9.7638
Australia,2013,Vehicles,Import,3697709332.0,85350304.0,Volume in liters,1647468.0,Machinery,3.6977
Germany,2014,Electronics,Export,3777656990.0,97566046.0,Weight in kg,5190010.0,Plastics,3.7777
Mexico,2013,Fuel,Export,3194532720.0,17579241.0,Weight in kg,9905353.0,Chemicals,3.1945
Nigeria,2020,Plastics,Export,2173393588.0,35300267.0,Weight in kg,4525709.0,Pharmaceuticals,2.1734
China,2021,Vehicles,Import,7156112479.0,3312825.0,Volume in liters,527773.0,Electronics,7.1561
Mexico,2023,Fuel,Import,1281915690.0,82848072.0,Number of items,1455458.0,Electronics,1.2819
France,2016,Electronics,Import,6859964860.0,6605505.0,Number of items,3302712.0,Metals,6.86
USA,2018,Vehicles,Export,7492842285.0,36172924.0,Volume in liters,9739420.0,Fuel,7.4928
UK,2016,Machinery,Import,8915489100.0,45245548.0,Weight in kg,5464434.0,Pharmaceuticals,8.9155
Japan,2017,Plastics,Import,9360738095.0,63139494.0,Volume in liters,5581495.0,Vehicles,9.3607
USA,2016,Fuel,Export,9533154540.0,32821277.0,Number of items,4753184.0,Fuel,9.5332
UK,2021,Electronics,Import,2507249561.0,48386372.0,Volume in liters,727378.0,Electronics,2.5072
France,2022,Metals,Export,1110162985.0,41316117.0,Number of items,8982946.0,Electronics,1.1102
Mexico,2022,Plastics,Export,995787119.0,66483243.0,Number of items,6959682.0,Metals,0.9958
China,2014,Vehicles,Export,4796158802.0,65688928.0,Weight in kg,6630379.0,Machinery,4.7962
France,2012,Plastics,Import,6254506655.0,54291903.0,Weight in kg,1646133.0,Fuel,6.2545
USA,2016,Machinery,Export,9960565077.0,29278090.0,Weight in kg,8648622.0,Food,9.9606
Germany,2015,Chemicals,Import,5158920923.0,9543994.0,Number of items,9654006.0,Metals,5.1589
Argentina,2017,Pharmaceuticals,Export,4304724791.0,81815986.0,Volume in liters,7681011.0,Plastics,4.3047
Germany,2018,Pharmaceuticals,Import,2475080596.0,56469972.0,Weight in kg,5459990.0,Metals,2.4751
USA,2013,Pharmaceuticals,Import,5403797731.0,44532151.0,Number of items,340245.0,Fuel,5.4038
France,2023,Machinery,Import,6408419443.0,76410974.0,Number of items,3728063.0,Textiles,6.4084
Germany,2015,Food,Export,9836400388.0,76182869.0,Number of items,1320699.0,Textiles,9.8364
Brazil,2022,Chemicals,Export,1521665734.0,2092560.0,Weight in kg,1413834.0,Plastics,1.5217
India,2014,Vehicles,Import,9647773301.0,45723885.0,Number of items,5624931.0,Vehicles,9.6478
Nigeria,2022,Machinery,Export,1737785168.0,40602863.0,Number of items,8224771.0,Pharmaceuticals,1.7378
UK,2017,Plastics,Export,9075084062.0,95019720.0,Volume in liters,2438361.0,Pharmaceuticals,9.0751
UK,2012,Textiles,Import,5539719359.0,75526951.0,Volume in liters,2806503.0,Electronics,5.5397
Japan,2015,Plastics,Import,4185184387.0,74507521.0,Number of items,6501231.0,Machinery,4.1852
Australia,2019,Plastics,Import,9406398471.0,91764704.0,Weight in kg,4803490.0,Food,9.4064
Argentina,2016,Plastics,Export,3406797365.0,11086439.0,Number of items,4274628.0,Fuel,3.4068
Germany,2012,Vehicles,Export,2246225450.0,87194222.0,Weight in kg,7486813.0,Food,2.2462
USA,2012,Electronics,Export,8457381983.0,97207061.0,Number of items,9101962.0,Chemicals,8.4574
UK,2010,Metals,Import,3575828192.0,16190295.0,Volume in liters,8968402.0,Textiles,3.5758
Australia,2016,Fuel,Import,4237945548.0,35327323.0,Volume in liters,7724870.0,Textiles,4.2379
UK,2014,Textiles,Import,7540602910.0,72122135.0,Weight in kg,2888770.0,Metals,7.5406
China,2019,Plastics,Export,2154446803.0,66973215.0,Weight in kg,8585341.0,Electronics,2.1544
Japan,2015,Pharmaceuticals,Export,7773248131.0,53466597.0,Weight in kg,8499802.0,Food,7.7732
China,2018,Vehicles,Import,3764137638.0,7033578.0,Volume in liters,6209771.0,Chemicals,3.7641
USA,2021,Chemicals,Export,7134038147.0,42095591.0,Weight in kg,6872964.0,Textiles,7.134
Nigeria,2020,Machinery,Import,9116477076.0,68855713.0,Volume in liters,1893420.0,Electronics,9.1165
USA,2011,Pharmaceuticals,Export,873105533.0,18581010.0,Number of items,66470.0,Metals,0.8731
Germany,2014,Pharmaceuticals,Export,5122823778.0,98502560.0,Weight in kg,2644929.0,Machinery,5.1228
Mexico,2020,Metals,Import,6255928101.0,49079534.0,Weight in kg,3317361.0,Chemicals,6.2559
Japan,2021,Food,Export,3378856456.0,26751617.0,Volume in liters,6052670.0,Vehicles,3.3789
Germany,2015,Machinery,Export,1475547414.0,27444107.0,Weight in kg,6163706.0,Fuel,1.4755
USA,2011,Fuel,Import,4108741937.0,64440024.0,Volume in liters,5226478.0,Food,4.1087
Japan,2017,Food,Import,3458878239.0,31811461.0,Volume in liters,6373784.0,Metals,3.4589
China,2014,Textiles,Import,7649896815.0,33293092.0,Weight in kg,1444541.0,Chemicals,7.6499
Nigeria,2020,Pharmaceuticals,Import,174749700.0,16522127.0,Number of items,3390647.0,Chemicals,0.1747
UK,2017,Food,Import,1796131725.0,75279928.0,Weight in kg,8009941.0,Plastics,1.7961
Argentina,2023,Plastics,Export,1188444841.0,33096357.0,Weight in kg,7513465.0,Pharmaceuticals,1.1884
Germany,2020,Pharmaceuticals,Import,9692836664.0,66496754.0,Weight in kg,4666862.0,Machinery,9.6928
Australia,2016,Food,Export,9781130211.0,31425110.0,Weight in kg,3865272.0,Machinery,9.7811
China,2012,Food,Import,4668097364.0,91234712.0,Number of items,1653063.0,Chemicals,4.6681
France,2022,Plastics,Import,3682978908.0,2423321.0,Volume in liters,9051714.0,Textiles,3.683
Nigeria,2016,Plastics,Import,9030772801.0,35849819.0,Number of items,7341363.0,Chemicals,9.0308
Brazil,2011,Textiles,Export,1355685221.0,59722474.0,Number of items,9602983.0,Metals,1.3557
Australia,2017,Fuel,Export,1963522059.0,94274178.0,Weight in kg,6797672.0,Vehicles,1.9635
France,2017,Textiles,Import,8287727792.0,14431937.0,Weight in kg,5414303.0,Metals,8.2877
India,2015,Pharmaceuticals,Export,2370100421.0,47689769.0,Volume in liters,2329502.0,Electronics,2.3701
Germany,2021,Vehicles,Export,7668136930.0,96982757.0,Weight in kg,4270372.0,Fuel,7.6681
Australia,2014,Machinery,Export,6485517239.0,59810536.0,Number of items,5156714.0,Textiles,6.4855
Nigeria,2015,Pharmaceuticals,Export,8276459510.0,33188354.0,Number of items,7131464.0,Plastics,8.2765
USA,2016,Electronics,Export,6282608732.0,5434145.0,Number of items,8597478.0,Metals,6.2826
Argentina,2019,Food,Export,5761089401.0,50442693.0,Volume in liters,9595257.0,Pharmaceuticals,5.7611
USA,2022,Plastics,Import,5821781488.0,62896499.0,Number of items,2097593.0,Textiles,5.8218
France,2012,Pharmaceuticals,Import,6270689171.0,55879705.0,Number of items,8740291.0,Pharmaceuticals,6.2707
Nigeria,2011,Food,Export,7382530286.0,75931459.0,Volume in liters,1226268.0,Vehicles,7.3825
Japan,2010,Vehicles,Export,165508251.0,43218558.0,Volume in liters,360956.0,Pharmaceuticals,0.1655
USA,2020,Plastics,Import,2164394158.0,43627379.0,Weight in kg,4087203.0,Electronics,2.1644
France,2020,Pharmaceuticals,Import,1151148423.0,50194826.0,Number of items,7704341.0,Chemicals,1.1511
Australia,2016,Fuel,Export,9465769517.0,64701322.0,Number of items,6209204.0,Electronics,9.4658
Germany,2016,Textiles,Export,583711893.0,90505116.0,Weight in kg,4881958.0,Fuel,0.5837
USA,2020,Vehicles,Export,3286251969.0,59063663.0,Volume in liters,5895434.0,Machinery,3.2863
Australia,2018,Pharmaceuticals,Import,5163954536.0,86126494.0,Number of items,3606570.0,Textiles,5.164
India,2022,Plastics,Import,9486431104.0,22801913.0,Volume in liters,1794475.0,Machinery,9.4864
Argentina,2020,Textiles,Export,8130995782.0,70941013.0,Number of items,6879024.0,Pharmaceuticals,8.131
UK,2017,Fuel,Import,2781339753.0,70097681.0,Volume in liters,4408564.0,Textiles,2.7813
Germany,2021,Textiles,Export,6262969352.0,2524526.0,Weight in kg,5210240.0,Fuel,6.263
France,2013,Textiles,Export,7857165976.0,76509336.0,Number of items,7511972.0,Machinery,7.8572
Mexico,2015,Fuel,Import,1138472976.0,56506874.0,Volume in liters,9735381.0,Machinery,1.1385
Australia,2011,Electronics,Export,7945946061.0,46356711.0,Weight in kg,3545883.0,Fuel,7.9459
Brazil,2017,Electronics,Export,5131779548.0,96388309.0,Weight in kg,1115802.0,Metals,5.1318
USA,2012,Electronics,Export,4372848330.0,71792564.0,Number of items,5041322.0,Electronics,4.3728
China,2012,Plastics,Import,472904909.0,53047375.0,Number of items,4796248.0,Vehicles,0.4729
China,2011,Metals,Export,56745621.0,26082061.0,Volume in liters,9659943.0,Machinery,0.0567
China,2022,Metals,Export,4936207144.0,69905946.0,Number of items,1196336.0,Chemicals,4.9362
USA,2013,Textiles,Export,4484087466.0,53647403.0,Volume in liters,2160862.0,Textiles,4.4841
France,2020,Food,Import,5205254023.0,69303850.0,Weight in kg,2297278.0,Food,5.2053
Australia,2019,Fuel,Import,2442418476.0,56692139.0,Number of items,2445270.0,Food,2.4424
Japan,2010,Electronics,Export,5602912590.0,99011399.0,Weight in kg,2557787.0,Chemicals,5.6029
China,2016,Food,Import,2229826391.0,15949531.0,Volume in liters,9572252.0,Pharmaceuticals,2.2298
Argentina,2023,Food,Import,8724146627.0,69451818.0,Volume in liters,4331316.0,Machinery,8.7241
Japan,2010,Pharmaceuticals,Export,3214279619.0,89794520.0,Volume in liters,4965631.0,Vehicles,3.2143
